address,f1_contract_creation_time,f2_transaction_fee_spent_contract_creation,f3_percentage_gas_used_contract_creation,f4_gas_price_contract_creation,f5_first_contract_invoke_time,f6_last_contract_invoke_time,f7_active_duration,f8_total_invocations,f9_total_unique_invocations,f10_avg_gas_used_contract_invocations,f11_total_gas_price_contract_invocations,f12_avg_gas_price_contract_invocations,f13_total_tx_fee_contract_invocations,f14_avg_tx_fee_contract_invocations,f15_total_ether_contract_invocations,f16_average_ether_contract_invocations,f17_total_gas_used_contract_invocations,f18_avg_gas_used_contract_invocations,class
0x0b1f025593acd090a6c9b754e6e46acf88e89646,1519183653,1338067,100.0,1000000000,1519752646,1531089381,11336735,5,5,44732.0,28000000000,5600000000.0,1022989,204597.0,0,0,223660,44732.0,1
0x0bc529c00c6401aef6d220be8c6ea1667f6ad93e,1594972885,1506157,100.0,61000000000,1594986242,1595706057,719815,9999,3994,39979.0,706552199706770,70662286199.0,628951189,62901.0,4181476500000000000,418189468946894,399754844,39979.0,1
0x0bdd81d2a676166f2a28691e8af64ebeeca67fae,1520110618,1338259,100.0,1000000000,1520267271,1529611699,9344428,6,5,46282.0,27000000000,4500000000.0,1288402,214733.0,0,0,277695,46282.0,1
0x0c8b740e3377f2be7a108aeba6a2f660588c728d,1523956626,1949062,100.0,2000000000,1523977363,1524856521,879158,84,18,41107.0,1042100000000,12405952380.0,6339523,75470.0,198857299560000000000,2367348804285714285,3453070,41107.0,1
0x0cc4682b1465bd3bf3b9b13dbd310a1f37c7500d,1597932483,1207342,100.0,115000000000,1597932815,1597962473,29658,4,3,34355.0,397000000000,99250000000.0,210501,52625.0,0,0,137420,34355.0,1
0x0d4f74c538613ed6e6c8c1bc8896ecfd45f5ef23,1523604062,1949058,100.0,1000000000,1523673090,1523682675,9585,209,7,36578.0,333000000000,1593301435.0,11891425,56896.0,8156000000000000000,39023923444976076,7644850,36578.0,1
0x0d87ca679a7ab95598b34eb54dafc356b0373388,1520374886,1338195,100.0,2000000000,1520384651,1520384651,0,1,2,45576.0,4000000000,4000000000.0,250000,250000.0,0,0,45576,45576.0,1
0x0dc04198cd942b55a7d63f5c3891122b6fa277ea,1519062669,1338259,100.0,2000000000,1519752135,1529621089,9868954,7,5,46190.0,27000000000,3857142857.0,1553978,221996.0,0,0,323335,46190.0,1
0x0e29e5abbb5fd88e28b2d355774e73bd47de3bcd,1586881841,999999,95.1916951916952,5000000000,1586883697,1601820961,14937264,9999,4550,39607.0,2049928103529942,205013311684.0,714760998,71483.0,70594626980000000000,7060168714871487,396034789,39607.0,1
0x0f7a4c36b5ee28e581504e8dfa62fa83a11ca7a9,1520374753,1338259,100.0,2000000000,1520378550,1520378550,0,1,2,45576.0,4000000000,4000000000.0,250000,250000.0,0,0,45576,45576.0,1
0x0fd4e58abacbb7339695a3d8ef53dc9bead3d15e,1619716923,242948,100.0,102900000000,1621715692,1624155555,2439863,2,2,56389.0,53000000000,26500000000.0,215654,107827.0,0,0,112778,56389.0,1
0x11343194b9ba84c8e5629ffec4f604f410ed28fc,1596655991,3200000,34.23028125,70000000000,1596656119,1596659759,3640,42,25,64446.0,3140000000000,74761904761.0,8619003,205214.0,63099640841829844542,1502372400995948679,2706768,64446.0,1
0x113acf282eeb4d71bec61ad83e934bf75bf8253f,1608324255,2802589,100.0,31000000000,1608324437,1643012102,34687665,248,78,44943.0,18183185799919,73319297580.0,16103569,64933.0,0,0,11146050,44943.0,1
0x116574a18659f0063150e0064e4ea00349a1492c,1519063479,1338323,100.0,2000000000,1519386069,1531089481,11703412,5,4,46475.0,24000000000,4800000000.0,1053850,210770.0,0,0,232375,46475.0,1
0x125afed1eb0e75c20d919f875f0c952311a8af40,1601289723,1295558,100.0,113000000000,1601289954,1629518111,28228157,9,8,41267.0,999015049469,111001672163.0,565442,62826.0,0,0,371404,41267.0,1
0x12736c6b02381c3c50e41db3a69d7bb651a77d57,1520107827,1337939,100.0,2000000000,1520267032,1529500646,9233614,6,5,46271.0,28000000000,4666666666.0,1288402,214733.0,0,0,277631,46271.0,1
0x12b62fad1f5bac3e3653d05422c4816b91a438ad,1604777488,786362,100.0,58000000000,1604777566,1606570964,1793398,4,4,50531.0,160100000000,40025000000.0,345274,86318.0,3005000000000000000,751250000000000000,202124,50531.0,1
0x13afabf464f7d3e6c7cf0e685181d9da3935e01e,1536354809,148465,100.0,10000000000,1536357598,1539853813,3496215,118,11,43638.0,1257747381737,10658876116.0,14702283,124595.0,3923124188348389828,33246815155494829,5149312,43638.0,1
0x13d0f60b2aaaccbab97551219b16bc41dac84c5a,1598303728,527895,100.0,60000000000,1598319549,1599238843,919294,21,6,48154.0,2150000002918,102380952519.0,1618714,77081.0,15505000000000000000,738333333333333333,1011241,48154.0,1
0x1412eca9dc7daef60451e3155bb8dbf9da349933,1638112582,1582634,100.0,81161577293,1638113063,1643372490,5259427,500,185,400538.0,50526154405877,101052308811.0,229467686,458935.0,0,0,200269228,400538.0,1
0x14ec0cd2acee4ce37260b925f74648127a889a28,1612437725,3916354,91.80061352982902,120000000000,1612473160,1616805959,4332799,32,7,2941171.0,7888920001459,246528750045.0,126575065,3955470.0,387080842000000000000,12096276312500000000,94117485,2941171.0,1
0x15847dcd428033c2cc2cb70edf2cbd6c84afc146,1520375081,1338259,100.0,3000000000,1520387124,1520387124,0,1,2,45576.0,4000000000,4000000000.0,250000,250000.0,0,0,45576,45576.0,1
0x165b6749812900538402cd540c55be68411f8ea0,1594624670,1132868,100.0,51000000000,1594625119,1594631827,6708,9,4,34313.0,445919479408,49546608823.0,619872,68874.0,0,0,308820,34313.0,1
0x175e0d5f3757b066a6f0cf7634b45f3085cb490b,1520541929,1337619,100.0,2000000000,1521573601,1521644151,70550,2,3,48782.0,7000000000,3500000000.0,386477,193238.0,0,0,97565,48782.0,1
0x17d25a67781122e89bcaeba36a5c72a4aa809e4e,1588260073,5750000,50.30695652173913,16000000000,1588260184,1593013604,4753420,2958,23,167397.0,99560873129086,33658172119.0,3675446765,1242544.0,910210000000000000000,307711291413116970,495162027,167397.0,1
0x18e81898ac31a43850fb8d0224477349de6d8d9a,1520542477,1337619,100.0,2000000000,1521573465,1521631921,58456,2,3,48814.0,7000000000,3500000000.0,650000,325000.0,0,0,97629,48814.0,1
0x1982b0e96a0375e5b570e8e466d423a37af34b43,1519186314,1338515,100.0,1000000000,1519752775,1529668068,9915293,6,5,48761.0,21100000000,3516666666.0,1272925,212154.0,0,0,292567,48761.0,1
0x19fb7020381fe9197bf841d5034d5467fe5a3c93,1540100319,1267888,100.0,4000000000,1540120099,1590295010,50174911,88,12,47155.0,665150001152,7558522740.0,13490317,153299.0,0,0,4149649,47155.0,1
0x1a2c53d132ff8a6e26f6b32c0abdc179b94f0721,1519160037,1338795,100.0,1000000000,1519752347,1529662896,9910549,5,4,46462.0,19000000000,3800000000.0,1053978,210795.0,0,0,232311,46462.0,1
0x1abc65765fd0df7d997635ebe3027384bcf7923e,1513341080,175000,92.36628571428572,5250000000,1513947859,1539404525,25456666,18,10,30449.0,221500000000,12305555555.0,761178,42287.0,17005029436669316011,944723857592739778,548085,30449.0,1
0x1bd913bbade46bf5ad8b1e5d117701fbeb078228,1559505535,936750,100.0,10000000000,1559505751,1560891042,1385291,78,26,46386.0,937856447796,12023800612.0,4825120,61860.0,0,0,3618154,46386.0,1
0x1c0dffa23f342a62ace37bd4eede6180c40ccbec,1520115926,1338131,100.0,1000000000,1520267343,1531088196,10820853,5,4,46411.0,31000000000,6200000000.0,1038338,207667.0,0,0,232055,46411.0,1
0x1c0e294310091654beac3d191089d3c376be123f,1520540013,1337747,100.0,2000000000,1521574173,1521712368,138195,2,3,48814.0,7000000000,3500000000.0,401989,200994.0,0,0,97629,48814.0,1
0x1c3e61c8825bf58303b1ac3350843faa01de22bd,1636706563,1422767,100.0,103640510140,1636707173,1640391094,3683921,57,23,48612.0,7298411045752,128042299048.0,4021983,70561.0,0,0,2770899,48612.0,1
0x1ccd65d573057c388ea96cc8be30c18a6d21185d,1519087472,1338451,100.0,1000000000,1519385733,1529667614,10281881,7,5,44964.0,25000000000,3571428571.0,1440967,205852.0,0,0,314748,44964.0,1
0x1d64ea27764164debb4e891eb04d524f42904b08,1520541686,1337747,100.0,2000000000,1521573871,1558073563,36499692,3,4,44680.0,23099999744,7699999914.0,449345,149781.0,0,0,134042,44680.0,1
0x1d82886f997d0b124dfab342558bc463299c8a6b,1519188061,1338323,100.0,1000000000,1519759852,1529663397,9903545,7,5,46172.0,27000000000,3857142857.0,1538402,219771.0,0,0,323207,46172.0,1
0x1de23F02E185fDc4f6BACc98D6c6419370E38538,1504157503,2997046,76.64363509936118,60000000000,1504157807,1504265979,108172,30,29,138126.0,869000000000,28966666666.0,7839372,261312.0,180993906487643766504,6033130216254792216,4143805,138126.0,1
0x1de23f02e185fdc4f6bacc98d6c6419370e38538,1504157503,2997046,76.64363509936118,60000000000,1504157807,1504265979,108172,30,29,138126.0,869000000000,28966666666.0,7839372,261312.0,180993906487643766504,6033130216254792216,4143805,138126.0,1
0x1dea82c5628ae89572a153a556312832ee33fda9,1520118329,1339027,100.0,1000000000,1520267465,1531088572,10821107,6,6,43388.0,33000000000,5500000000.0,1090327,181721.0,0,0,260329,43388.0,1
0x1e18821e69b9faa8e6e75dffe54e7e25754beda0,1598959416,913259,100.0,467000000000,1598964162,1599124456,160294,9999,7454,40914.0,4678484540596413,467895243583.0,626620412,62668.0,0,0,409105399,40914.0,1
0x1ea3ecc937bae79353d198db2cdab1e5cbe625dd,1600581487,1438770,100.0,74000000000,1600582513,1604714726,4132213,55,16,290321.0,7579145714843,137802649360.0,22972320,417678.0,0,0,15967708,290321.0,1
0x203daffa152dafaf2a859029f729b364fc8540f8,1543584959,557805,100.0,20843750000,1543585132,1543585289,157,2,2,38733.0,40000000000,20000000000.0,116198,58099.0,0,0,77466,38733.0,1
0x20f1ce2ece9b82fbe501cf4ad62dd7f7dce52534,1594122214,1111275,100.0,38000000000,1594122469,1594127326,4857,3,4,44486.0,113000000000,37666666666.0,146802,48934.0,0,0,133458,44486.0,1
0x215ce36e90b1b64e6fa2e358305177f8fe5daf25,1539532422,3572492,86.13852739208373,3000000000,1539532635,1540264765,732130,9999,2192,63973.0,141339935829080,14135407123.0,2387419191,238765.0,10827138045061566940268,1082822086714828176,639675605,63973.0,1
0x219b9040eb7d8d8c2e8e84b87ce9ac1c83071980,1550763850,537005,100.0,20000000000,1551881007,1642406791,90525784,980,190,260009.0,12435710980567,12689501000.0,691047832,705150.0,0,0,254808882,260009.0,1
0x22cff91f77a2ed675f3ab4aee16e15b27f6f275c,1537905054,763621,100.0,13000000000,1537909051,1538337014,427963,438,148,52269.0,18161890000001,41465502283.0,64679145,147669.0,179077900000000000000,408853652968036529,22894138,52269.0,1
0x2306934ca884caa042dc595371003093092b2bbf,1600472288,832623,100.0,160000000000,1600472764,1639683210,39210446,537,67,47806.0,48268915448630,89886248507.0,39284223,73154.0,0,0,25671939,47806.0,1
0x248f50eab61ad11608fd07fb2188163fd2e0c5c6,1610024002,258224,100.0,100000001459,1611096551,1613845176,2748625,8,3,42677.0,1211600001123,151450000140.0,27322244,3415280.0,0,0,341419,42677.0,1
0x24ddd6e7d5cdc29251caa00e46c7f3c738a78070,1540900885,2178739,100.0,10000000000,1540902521,1541663790,761269,110,27,96360.0,1193000000000,10845454545.0,25295117,229955.0,29493218055106778087,268120164137334346,10599675,96360.0,1
0x24e3794605c84e580eea4972738d633e8a7127c8,1605196922,1461180,100.0,31000000000,1605561375,1643397802,37836427,7524,5617,42820.0,627058365921132,83341090632.0,458971696,61001.0,8154762160000000000,1083833354598617,322177870,42820.0,1
0x24f4a749095f9d8489090e0d369f8419e347b594,1604911953,1842314,100.0,33000001459,1604964523,1632923089,27958566,44,43,86891.0,1651119551133,37525444343.0,4581151,104117.0,66777005504730008042,1517659216016591091,3823226,86891.0,1
0x263855ebfe85a1532ffd3ef21dee111378be8514,1607369597,1304054,100.0,44005592742,1607369843,1612977988,5608145,3,4,41766.0,357000000000,119000000000.0,174864,58288.0,0,0,125299,41766.0,1
0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,1601573313,2330238,100.0,165138767200,1601762424,1601980610,218186,761,543,86330.0,52329497180631,68764122444.0,267715664,351794.0,2655830000000000000000,3489921156373193166,65697376,86330.0,1
0x29bef3878b85522ef2afa541dd7477c9e0a2c122,1540489281,2000000,45.9391,7000000000,1540493025,1549800895,9307870,1354,153,46889.0,24618417613098,18181992328.0,249982649,184625.0,172478820912427817906,127384653554230293,63487916,46889.0,1
0x29cc635a3968beec56c6a3f5da1c033a18ee1571,1548574770,936754,100.0,3000000000,1548574820,1559044308,10469488,39,17,44619.0,307072002304,7873641084.0,2394090,61386.0,20670000000000000000,530000000000000000,1740175,44619.0,1
0x2Dc5616EC2b9D24906F0e11dC8D8a736392dFeDD,1525791989,2004222,100.0,4000000000,1525795225,1525856936,61711,24,5,40324.0,106000000000,4416666666.0,1508308,62846.0,22057000000000000000,919041666666666666,967792,40324.0,1
0x2abe6dbc3d9a3d731db69a23dfc58827c0447cb9,1549452970,1000000,68.18849999999999,20000000000,1549531202,1549557730,26528,7,4,40580.0,154000000000,22000000000.0,483131,69018.0,0,0,284065,40580.0,1
0x2b22b2c65b185182786f087c1a0035b5ed76bbb7,1535802105,830730,100.0,2500000000,1535837082,1540114865,4277783,11,2,44238.0,46200000000,4200000000.0,729925,66356.0,350000000000000000,31818181818181818,486620,44238.0,1
0x2b591e99afe9f32eaa6214f7b7629768c40eeb39,1575337828,5708380,100.0,10000000000,1575338536,1575424790,86254,9999,3861,104573.0,42309352487480,4231358384.0,1099742066,109985.0,21908911159535921409269,2191110226976289769,1045625774,104573.0,1
0x2bca419e570b1620b5e922fc005e806453affc83,1596119154,2179480,100.0,109500000000,1596120478,1596287669,167191,615,122,106253.0,47664160383146,77502699809.0,282102681,458703.0,0,0,65346049,106253.0,1
0x2cdb253c0e44a284f6174ae90b5ea247e6cf3649,1540819146,516182,100.0,10000000000,1540819830,1540907864,88034,340,139,105027.0,8127802500000,23905301470.0,111260649,327237.0,468861640626944757357,1379004825373366933,35709185,105027.0,1
0x2cedfa2a7f5e1102830b81759b95353c08973386,1600405206,2447774,100.0,280000000000,1600414679,1600426339,11660,9,6,115514.0,2298300000000,255366666666.0,3754512,417168.0,0,0,1039627,115514.0,1
0x2ceee24f8d03fc25648c68c8e6569aa0512f6ac3,1631714607,2843044,100.0,61831224414,1631798336,1643332530,11534194,249,136,647592.0,20334717065531,81665530383.0,424971330,1706712.0,100000000000000000,401606425702811,161250445,647592.0,1
0x2dc5616ec2b9d24906f0e11dc8d8a736392dfedd,1525791989,2004222,100.0,4000000000,1525795225,1525856936,61711,24,5,40324.0,106000000000,4416666666.0,1508308,62846.0,22057000000000000000,919041666666666666,967792,40324.0,1
0x2e43ebafe93b726e5b87916d00ea3827da897257,1608035895,2351599,100.0,100000000000,1608036774,1608166748,129974,8,7,42789.0,598540779111,74817597388.0,600233,75029.0,0,0,342316,42789.0,1
0x303f41f4e6a1e1fc9cc2738c722b73b3d9fe54cb,1519210969,1338731,100.0,2000000000,1519831423,1531089463,11258040,4,4,46667.0,22000000000,5500000000.0,803978,200994.0,0,0,186671,46667.0,1
0x30e06718d0fa16189f7b899e6f7c05a07a3fc83f,1596398345,1310908,100.0,40000000000,1596437218,1612813892,16376674,21,17,116810.0,2563000001459,122047619117.0,3217931,153234.0,249713845015590879279,11891135476932899013,2453018,116810.0,1
0x311c65dcbe025ead81cab2925b81489123ce2eda,1523093927,1107371,100.0,2000000000,1523096146,1524845774,1749628,25,15,55905.0,808000000000,32320000000.0,2797962,111918.0,38643330726000000000,1545733229040000000,1397644,55905.0,1
0x311f71389e3de68f7b2097ad02c6ad7b2dde4c71,1536004668,5000000,86.28126,3000000000,1536004914,1537206595,1201681,9999,1902,78011.0,123949865460444,12396226168.0,2930139593,293043.0,4944799897581862558659,494529442702456501,780037556,78011.0,1
0x31537238bb5b237254b629bf226b566c617f182b,1520392147,1338667,100.0,2000000000,1520393638,1520393638,0,1,2,45576.0,4000000000,4000000000.0,250000,250000.0,0,0,45576,45576.0,1
0x3383c5a8969dc413bfddc9656eb80a1408e4ba20,1601618788,5000000,19.16972,150000000000,1601618820,1643100710,41481890,6782,5572,45643.0,475642151797308,70133021497.0,400796936,59097.0,4383761706024187898,646381849900352,309555916,45643.0,1
0x339150b0851bc5b3c0323789a58cc4e4afb38b37,1538512672,317880,100.0,7410000000,1538514846,1539900345,1385499,182,28,45714.0,881413750000,4842932692.0,15449336,84886.0,13837549900000000000,76030493956043956,8319992,45714.0,1
0x33d0568941c0c64ff7e0fb4fba0b11bd37deed9f,1597966623,1841189,100.0,90000000000,1602406681,1610404493,7997812,9999,5166,41988.0,715621600324076,71569316964.0,690908185,69097.0,8205586568136636800,820640720885752,419843153,41988.0,1
0x34278f6f40079eae344cbac61a764bcf85afc949,1631720685,1644099,100.0,82259588596,1631720804,1642449120,10728316,597,223,509054.0,49247790948578,82492112141.0,357373060,598614.0,407171500000000000,682029313232830,303905711,509054.0,1
0x3449fc1cd036255ba1eb19d65ff4ba2b8903a69a,1606676615,6721975,30.21158216149272,20000000000,1606676805,1606825041,148236,9999,4244,28804.0,702102442591201,70217265985.0,1165009293,116512.0,1183312262000000000,118343060506050,288017531,28804.0,1
0x34959919244b18128d084834dba11f0c91732ede,1506821764,2263251,100.0,60000000000,1506821908,1506956062,134154,80,14,95835.0,4443375000000,55542187500.0,16900732,211259.0,441137100000000000000,5514213750000000000,7666829,95835.0,1
0x34bb6cf517abb83bfd8bc4e41ed899810ac49b58,1525340654,1948866,100.0,4000000000,1525341400,1525356832,15432,13,5,41173.0,50000000000,3846153846.0,816475,62805.0,1520000000000000000,116923076923076923,535250,41173.0,1
0x35309e0e5e86902fbd53d2d0c2f25da9f3842db3,1597848038,3905821,66.66667520093726,140000000000,1597848107,1597848763,656,4,5,44474.0,571400000000,142850000000.0,195684,48921.0,0,0,177896,44474.0,1
0x3580b10e7b6401f1f6d86f782a5409fb5198ff68,1603272119,71933,100.0,50000000000,1603272170,1603374409,102239,9,6,369834.0,390000000000,43333333333.0,3733953,414883.0,4396796985209886751,488532998356654083,3328512,369834.0,1
0x371850498d1bd60d67110d1d046ffabc10f957ec,1519223891,1338195,100.0,2000000000,1519832136,1531090697,11258561,5,4,46423.0,25000000000,5000000000.0,1053914,210782.0,0,0,232119,46423.0,1
0x3845db4613a45c0aa1bee21e38600f135290845e,1638151650,2921862,100.0,145000000000,1638151700,1638212245,60545,11,4,319794.0,1671000000000,151909090909.0,4155117,377737.0,413185338499898824779,37562303499990802252,3517738,319794.0,1
0x3884eb0ae2a04bce65b5b0ca9c1bd069cbd52c66,1520109747,1338731,100.0,1000000000,1520267191,1547223221,26956030,24,13,43476.0,226350000000,9431250000.0,4402464,183436.0,0,0,1043426,43476.0,1
0x388cf3c02c034e7fe8ef164a2b414534fc212119,1557872561,1565197,100.0,5000000000,1557873061,1566966728,9093667,148,63,37586.0,1333207848881,9008161141.0,25278589,170801.0,5893417133953776237,39820386040228217,5562847,37586.0,1
0x38a8fc7133b11ca8c1128a0c3523435002ea1cfe,1609913279,930957,100.0,97438001652,1609913757,1609922105,8348,4,2,77664.0,378000001459,94500000364.0,734304,183576.0,0,0,310658,77664.0,1
0x38c36d3faab64c0770af26cc6ee95d91312bc53c,1519303121,1338539,100.0,2000000000,1519835306,1531091296,11255990,31,17,39134.0,247000000000,7967741935.0,6711998,216516.0,0,0,1213162,39134.0,1
0x39a7c26ada0e575d69f05dd6b8086f0ddd99e207,1519083070,1338323,100.0,1000000000,1519385777,1531090159,11704382,4,4,46651.0,19000000000,4750000000.0,803978,200994.0,0,0,186607,46651.0,1
0x3ad44a16451d65d97394ac793b0a2d90c8530499,1520436436,1338387,100.0,2000000000,1520791532,1520791532,0,1,2,45576.0,4000000000,4000000000.0,250000,250000.0,0,0,45576,45576.0,1
0x3b0009071a0a9983e9aab537fd8c9ad478310aeb,1503044532,2992007,76.604299388337,21000000000,1503044672,1597734983,94690311,40,31,130359.0,1613397506372,40334937659.0,10012171,250304.0,47230070958027250000,1180751773950681250,5214389,130359.0,1
0x3c0470b476aa3bf615bc828a6b2006aabab440da,1612288686,2969979,100.0,110000000000,1612289233,1623609277,11320044,53,31,43542.0,8174145081001,154229152471.0,4380195,82645.0,0,0,2307757,43542.0,1
0x3c8ef342cce872c8ee4a41b8539b3ce95e2fe699,1601293942,735831,100.0,156938223938,1601294239,1601294239,0,1,2,44335.0,401483516484,401483516484.0,48768,48768.0,0,0,44335,44335.0,1
0x3cb3cca6185bff079b69dcb1fc2256dd8932632b,1584709344,999000,100.0,10000000000,1584781722,1618973629,34191907,395,263,26090.0,47391317649755,119978019366.0,12178704,30832.0,71050910466498401249,179875722699995952,10305646,26090.0,1
0x3d11b2189ad65e0e91e2f2b0e07cbc05ddc75b7a,1519225296,1338131,100.0,2000000000,1519232497,1531092161,11859664,7,5,46172.0,43100000000,6157142857.0,1553914,221987.0,0,0,323207,46172.0,1
0x3da6d8f14dfcd576c46f9994d8fd94883a8f3fe8,1539260372,3659602,100.0,3400000000,1539340156,1552065611,12725455,1589,233,58582.0,25164203739317,15836503297.0,291317247,183333.0,338104355064021799724,212778071154198741,93087132,58582.0,1
0x3df616ee25ba3fa146544ab595f106bff5ac4397,1539177521,264138,100.0,41000000000,1539178178,1540707270,1529092,1241,117,41333.0,13280149268908,10701167823.0,96110076,77445.0,171040101900206634266,137824417324904620,51294284,41333.0,1
0x3e2b9f6b67fc972419af5e9818281b745a6bf83b,1519046600,1337939,100.0,1000000000,1519386085,1529616114,10230029,6,4,44872.0,24000000000,4000000000.0,1191095,198515.0,0,0,269236,44872.0,1
0x3e9bc21c9b189c09df3ef1b824798658d5011937,1600266838,1843540,100.0,170000000000,1600267102,1603575765,3308663,9999,3868,66756.0,2006034900923792,200623552447.0,946450996,94654.0,10158239003123693178,1015925492861655,667494075,66756.0,1
0x3f2b1dd5877cf9611497b6619d288e77e2d58ef3,1524492120,1584128,100.0,1000000000,1524493045,1526919227,2426182,3,4,49977.0,11000000000,3666666666.0,154454,51484.0,5200000000000000,1733333333333333,149932,49977.0,1
0x3f4d77cdabf58f5bfd2ef20784cafd58334542f8,1520436436,1338195,100.0,2000000000,1520788606,1520788606,0,1,2,45576.0,4000000000,4000000000.0,250000,250000.0,0,0,45576,45576.0,1
0x3fcb2d173389b7cd8079ef8b439dbd92e7e0ae28,1504644868,2996982,76.64313632847978,21000000000,1504645645,1505274423,628778,27,27,143920.0,690500000000,25574074074.0,5413636,200505.0,1163904128277001401314,43107560306555607456,3885864,143920.0,1
0x409de70d8ad0135e6fd91f343899b93d903c998b,1543586020,554257,100.0,20000000000,1543586597,1543588714,2117,8,2,33372.0,160000000000,20000000000.0,400471,50058.0,0,0,266983,33372.0,1
0x4114fb8b1879f61b18f7d2e623569a847a03e15a,1524753873,2004898,100.0,2000000000,1524800826,1531652763,6851937,47,16,43173.0,515000000000,10957446808.0,3843588,81778.0,83173000000000000000,1769638297872340425,2029144,43173.0,1
0x414bca672494b8f078112c52ae258f9e8de1a4a0,1516951717,500000,83.9582,51900000000,1517093853,1517435911,342058,3,4,39512.0,52000000000,17333333333.0,171512,57170.0,300000000000000000,100000000000000000,118536,39512.0,1
0x42265e06267D5857CE0d28094A122f453EE66d37,1519414552,175000,92.36628571428572,1200000000,1519441164,1529152816,9711652,4,4,31005.0,171000000000,42750000000.0,403105,100776.0,6730000000000000000,1682500000000000000,124020,31005.0,1
0x4256117a02ac880335f8bfbeed63f92ec0001a5a,1555377190,1792193,100.0,41000000000,1555377730,1558030372,2652642,33,11,45492.0,1045125000512,31670454560.0,1731848,52480.0,108007925028465243648,3272967425105007383,1501264,45492.0,1
0x4411db7be552b487e3681e890ed14de9a9b24f7b,1520375228,1338387,100.0,2000000000,1520386703,1520386703,0,1,2,45576.0,4000000000,4000000000.0,250000,250000.0,0,0,45576,45576.0,1
0x44357ae7512fe99f55cb94a85f3e947b9143e76c,1540414975,1727254,100.0,8000000000,1540416098,1545975232,5559134,1147,546,169437.0,13954299303452,12165910465.0,560387780,488568.0,2262952336358223703346,1972931417923473150,194345294,169437.0,1
0x44525c8dd44b9d470937cc9e7a0275eb14c7b01d,1528212186,364890,100.0,11000000000,1528213893,1529565847,1351954,81,52,45459.0,670900000000,8282716049.0,6016097,74272.0,50504800000000000000,623516049382716049,3682188,45459.0,1
0x4480451c0aad4b97e837465d3ea618f976970df0,1539762805,700000,52.54785714285715,41000000000,1539765530,1542522357,2756827,64,10,48562.0,819000000000,12796875000.0,9658423,150912.0,1286000000000000000,20093750000000000,3108000,48562.0,1
0x4566b8b849dcdbe04f64bf1909db313cf60d6e41,1520109549,1338515,100.0,1000000000,1520267191,1529502017,9234826,5,4,46411.0,24000000000,4800000000.0,1053914,210782.0,0,0,232055,46411.0,1
0x45750cd6a3bb2206dbeb9cba5e68bf909ac945e3,1520437436,1337595,100.0,2000000000,1520943305,1520943305,0,1,2,45512.0,4000000000,4000000000.0,250000,250000.0,0,0,45512,45512.0,1
0x45f24baeef268bb6d63aee5129015d69702bcdfa,1597602120,997716,100.0,76000000000,1597649619,1598606772,957153,9999,5426,41294.0,900106657027753,90019667669.0,565654685,56571.0,11668260074364642886,1166942701706634,412905302,41294.0,1
0x4639cd8cd52ec1cf2e496a606ce28d8afb1c792f,1599219609,936975,100.0,174000000000,1599225273,1643510281,44285008,6921,4285,40810.0,774579749660121,111917316812.0,410211916,59270.0,11896067880152926207,1718836566992186,282447642,40810.0,1
0x465cd6299775dc459a23c80997d2664656be9780,1539881453,3463687,100.0,10000000000,1539882204,1541976976,2094772,520,54,85936.0,5373058235526,10332804299.0,75228906,144670.0,194671801120000000001,374368848307692307,44686831,85936.0,1
0x4688a8b1f292fdab17e9a90c8bc379dc1dbd8713,1609817858,1146857,100.0,220000000000,1609817949,1614213472,4395523,9999,4009,40872.0,1519444802628941,151959676230.0,1582016963,158217.0,1028196590000000000,102829941994199,408685620,40872.0,1
0x46d1ebf7BB93044E078e0496e4661ec772607d9d,1522405903,4700000,28.67744680851064,10000000000,1522578747,1522980874,402127,15,9,100513.0,460000000000,30666666666.0,2780400,185360.0,47340000000000000000,3156000000000000000,1507695,100513.0,1
0x4711c198e6f04c02413794568990b6a835e8ead9,1513926010,747311,86.6186902106352,5000000000,1513937767,1538221291,24283524,75,13,44482.0,2710427500000,36139033333.0,4776283,63683.0,0,0,3336207,44482.0,1
0x47dc6f08214f891cc910d6d2abfb504c2584f14f,1520115755,1338643,100.0,1000000000,1520267343,1531088152,10820809,5,4,46436.0,31000000000,6200000000.0,1053914,210782.0,0,0,232183,46436.0,1
0x48a421a2905fd4c021d075ec049d1db2433242e4,1591839546,745685,100.0,29000000000,1591839657,1591839952,295,5,6,44335.0,162000000000,32400000000.0,243840,48768.0,0,0,221675,44335.0,1
0x48ca1b283148a9c90bb443c45360f1dd19b47f12,1593571912,4712388,26.135942116820605,40000001459,1593579668,1593670864,91196,7,4,48405.0,288000000000,41142857142.0,454912,64987.0,0,0,338837,48405.0,1
0x49358a824c66b64a2f0c8bb3c99dd73586afab16,1525292679,1705193,100.0,2000000000,1525299977,1528685913,3385936,18,12,27132.0,671122385408,37284576967.0,8958449,497691.0,6402363580000000000,355686865555555555,488380,27132.0,1
0x495a8b1fdba38d726e514e95b4f1657c69fefa0a,1520541686,1338563,100.0,2000000000,1521573805,1523379318,1805513,3,3,40674.0,10000000000,3333333333.0,554170,184723.0,0,0,122023,40674.0,1
